City;CloseDate;EntityIDRoundID;IndustryCode;Industry Group;Industry Segment;Metropolitan Statistical Area;PrimaryRegion;RoundBusStat;RoundClassDescr;State;Subregion;Deals;Number of Deals;Raised
Austin;6/14/2011;96547760720;Solar Energy;Energy and Utilities;Renewable Energy;Austin-Round Rock, TX;South Central;Generating Revenue;Later Stage;TX;Austin Metro;1;1;11.05
Austin;6/21/2011;6,15E+16;Application-Specific Integrated Circuits;Information Technology;Semiconductors;Austin-Round Rock, TX;South Central;Startup;First Round;TX;Austin Metro;1;1;1.61
Houston;6/22/2011;6,15E+16;Communications Software;Information Technology;Software;Houston-Baytown-Sugar Land, TX;South Central;Generating Revenue;Later Stage;TX;;1;1;
Austin;6/24/2011;1,84E+16;Power Supplies;Information Technology;Electronics and Computer Hardware;Austin-Round Rock, TX;South Central;Generating Revenue;Later Stage;TX;Austin Metro;1;1;16.39
Houston;6/30/2011;73001761372;Exploration Services/Equipment;Energy and Utilities;Non-Renewable Energy;Houston-Baytown-Sugar Land, TX;South Central;Generating Revenue;Later Stage;TX;;1;1;
Austin;6/30/2011;6,15E+16;Network/Systems Management Software;Information Technology;Software;Austin-Round Rock, TX;South Central;Generating Revenue;First Round;TX;Austin Metro;1;1;2
Richardson;6/30/2011;89864761872;Fiberoptic Equipment;Information Technology;Communications and Networking;Dallas-Fort Worth-Arlington, TX;South Central;Profitable;Restart;TX;Dallas-Fort Worth;1;1;1.48
Austin;6/30/2011;6,14E+16;Business Applications Software;Information Technology;Software;Austin-Round Rock, TX;South Central;Generating Revenue;Second Round;TX;Austin Metro;1;1;10
South Jordan;1/31/2011;71888754257;Incubators/Business Development;Business and Financial Services;Business Support Services;Salt Lake City, UT;Mountain;Profitable;Second Round;UT;;1;1;6
Salt Lake City;2/18/2011;6,12E+16;Surgical Devices;Healthcare;Medical Devices and Equipment;Salt Lake City, UT;Mountain;Generating Revenue;Second Round;UT;;1;1;3.6
Salt Lake City;2/28/2011;64551753655;Consumer Electronics;Information Technology;Electronics and Computer Hardware;Salt Lake City, UT;Mountain;Generating Revenue;Later Stage;UT;;1;1;20
Orem;03/03/2011;6,13E+16;Commercial Vehicles;Consumer Goods;Vehicles and Parts;Provo-Orem, UT;Mountain;Product Development;First Round;UT;;1;1;5.53
Bountiful;3/23/2011;6,13E+16;Database Software;Information Technology;Software;Salt Lake City, UT;Mountain;Generating Revenue;Seed Round;UT;;1;1;0.01
Salt Lake City;3/29/2011;4,71E+16;Educational/Training Media and Services;Consumer Services;Media and Content;Salt Lake City, UT;Mountain;Product Development;Second Round;UT;;1;1;0.75
Orem;3/31/2011;6,13E+16;Database Software;Information Technology;Software;Provo-Orem, UT;Mountain;Generating Revenue;First Round;UT;;1;1;
Salt Lake City;3/31/2011;6,05E+16;Educational/Training Software;Information Technology;Software;Salt Lake City, UT;Mountain;Generating Revenue;Second Round;UT;;1;1;8.52
Salt Lake City;04/05/2011;6,14E+16;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;Salt Lake City, UT;Mountain;Product Development;First Round;UT;;1;1;0.82
Sandy;05/02/2011;65601759144;Communications Software;Information Technology;Software;Salt Lake City, UT;Mountain;Generating Revenue;Later Stage;UT;;1;1;1.42
Lindon;5/19/2011;6,14E+16;Business Applications Software;Information Technology;Software;Provo-Orem, UT;Mountain;Generating Revenue;First Round;UT;;1;1;10
Salt Lake City;06/01/2011;3,58E+15;Online Communities;Consumer Services;Consumer Information Services;Salt Lake City, UT;Mountain;Generating Revenue;Later Stage;UT;;1;1;11
Park City;06/07/2011;6,14E+16;Online Communities;Consumer Services;Consumer Information Services;Salt Lake City, UT;Mountain;Product Development;Seed Round;UT;;1;1;1.25
Draper;6/22/2011;6,07E+16;Business Support Services: Other;Business and Financial Services;Business Support Services;Salt Lake City, UT;Mountain;Generating Revenue;First Round;UT;;1;1;1.71
Lindon;6/30/2011;6,15E+16;IT Consulting;Business and Financial Services;Business Support Services;Provo-Orem, UT;Mountain;Generating Revenue;First Round;UT;;1;1;
Lindon;6/30/2011;6,14E+16;Business Applications Software;Information Technology;Software;Provo-Orem, UT;Mountain;Generating Revenue;Second Round;UT;;1;1;33
Arlington;1/31/2011;1,14E+16;Educational/Training Software;Information Technology;Software;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Second Round;VA;Potomac;1;1;0.59
Reston;02/02/2011;3,56E+16;Project/Document Collaboration;Business and Financial Services;Business Support Services;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Second Round;VA;Potomac;1;1;1.52
Roanoke;02/07/2011;6,12E+16;Therapeutic Devices (Invasive);Healthcare;Medical Devices and Equipment;Roanoke, VA;Mid-Atlantic;Generating Revenue;Second Round;VA;;1;1;24
Virginia Beach;2/18/2011;80679757343;Personal/Commercial Banking;Business and Financial Services;Financial Institutions and Services;Virginia Beach-Norfolk-Newport News, VA-NC;Mid-Atlantic;Profitable;Later Stage;VA;;1;1;0.22
Charlottesville;2/18/2011;6,15E+16;Shopping Facilitators;Consumer Services;Consumer Information Services;Charlottesville, VA;Mid-Atlantic;Generating Revenue;First Round;VA;;1;1;2
Glen Allen;03/02/2011;96609755003;Search Portals;Consumer Services;Consumer Information Services;Richmond, VA;Mid-Atlantic;Generating Revenue;Later Stage;VA;;1;1;27
Reston;03/07/2011;6,12E+16;Business Applications Software;Information Technology;Software;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;First Round;VA;Potomac;1;1;1.1
Alexandria;3/15/2011;6,13E+16;Facilities/Operations Management;Business and Financial Services;Business Support Services;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;First Round;VA;Potomac;1;1;1
McLean;3/17/2011;6,13E+16;Solar Energy;Energy and Utilities;Renewable Energy;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;First Round;VA;Potomac;1;1;
Arlington;3/31/2011;6,13E+16;Vertical Market Applications Software;Information Technology;Software;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;First Round;VA;Potomac;1;1;
Richmond;04/05/2011;6,09E+16;Payment/Transactional Processing;Business and Financial Services;Financial Institutions and Services;Richmond, VA;Mid-Atlantic;Generating Revenue;Second Round;VA;;1;1;0.02
Roanoke;04/06/2011;90156757715;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;Roanoke, VA;Mid-Atlantic;Generating Revenue;Later Stage;VA;;1;1;35
Alexandria;4/20/2011;6,03E+16;Educational/Training Media and Services;Consumer Services;Media and Content;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Product Development;Second Round;VA;Potomac;1;1;2
Fairfax;4/29/2011;3,53E+16;Network/Systems Management Software;Information Technology;Software;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Product In Beta Test;Second Round;VA;Potomac;1;1;3.07
McLean;05/05/2011;63294759034;Software Development Tools;Information Technology;Software;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Later Stage;VA;Potomac;1;1;20
Arlington;5/23/2011;3,59E+16;Solar Energy;Energy and Utilities;Renewable Energy;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Second Round;VA;Potomac;1;1;
Blacksburg;5/31/2011;77694759167;Drug Development Technologies;Healthcare;Biopharmaceuticals;Blacksburg-Christiansburg-Radford, VA;Mid-Atlantic;Generating Revenue;Later Stage;VA;;1;1;100
Charlottesville;06/06/2011;3,58E+16;Clinical Decision Support;Healthcare;Medical Software and Information Services;Charlottesville, VA;Mid-Atlantic;Generating Revenue;Second Round;VA;;1;1;5.5
Reston;06/06/2011;69049760633;Communications Software;Information Technology;Software;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Profitable;Later Stage;VA;Potomac;1;1;5.43
Reston;06/09/2011;6,14E+16;Communications Software;Information Technology;Software;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Product Development;First Round;VA;Potomac;1;1;1
Arlington;6/15/2011;6,14E+16;Medical Lab Instruments/Test Kits;Healthcare;Medical Devices and Equipment;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;First Round;VA;Potomac;1;1;3
Alexandria;6/27/2011;6,15E+16;Network/Systems Management Software;Information Technology;Software;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;First Round;VA;Potomac;1;1;
Reston;6/30/2011;6,10E+16;Internet Service Providers;Information Technology;Communications and Networking;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;First Round;VA;Potomac;1;1;265
Richmond;6/30/2011;6,15E+16;Database Software;Information Technology;Software;Richmond, VA;Mid-Atlantic;Generating Revenue;Seed Round;VA;;1;1;
Seattle;1/21/2011;1,83E+16;Online Communities;Consumer Services;Consumer Information Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product In Beta Test;Second Round;WA;Seattle Metro;1;1;4
Seattle;1/25/2011;1,16E+16;Biofuels/Biomass;Energy and Utilities;Renewable Energy;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product In Beta Test;Second Round;WA;Seattle Metro;1;1;0.89
Seattle;1/27/2011;1,82E+15;Business Support Services: Other;Business and Financial Services;Business Support Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;Second Round;WA;Seattle Metro;1;1;3.5
Vancouver;02/01/2011;63267761468;Internet Service Providers;Information Technology;Communications and Networking;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Generating Revenue;Later Stage;WA;;1;1;
Seattle;02/02/2011;1,83E+16;Network/Systems Management Software;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Second Round;WA;Seattle Metro;1;1;2
Seattle;02/04/2011;3,60E+16;General Business Consulting;Business and Financial Services;Business Support Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product In Beta Test;Second Round;WA;Seattle Metro;1;1;10.2
Seattle;02/11/2011;90721754231;Utilities: Other;Energy and Utilities;Utilities;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Later Stage;WA;Seattle Metro;1;1;5
Bellevue;02/11/2011;53684758058;Inpatient Facilities;Healthcare;Healthcare Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Second Round;WA;Seattle Metro;1;1;3.66
Seattle;2/15/2011;53693758159;Institutional Investment Services;Business and Financial Services;Financial Institutions and Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Later Stage;WA;Seattle Metro;1;1;0.75
Vancouver;2/25/2011;86579754979;Fiberoptic Equipment;Information Technology;Communications and Networking;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Generating Revenue;Later Stage;WA;;1;1;11
Bellevue;2/28/2011;1,14E+16;Diagnostic Equipment (Not Imaging);Healthcare;Medical Devices and Equipment;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;Individual;WA;Seattle Metro;1;1;3.66
Auburn;03/01/2011;6,13E+16;Retailers: Other;Consumer Services;Retailers;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;First Round;WA;Seattle Metro;1;1;
Bellevue;03/03/2011;6,12E+16;IT Consulting;Business and Financial Services;Business Support Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;First Round;WA;Seattle Metro;1;1;8.5
Bellevue;03/04/2011;3,56E+16;Payment/Transactional Processing;Business and Financial Services;Financial Institutions and Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Later Stage;WA;Seattle Metro;1;1;3.5
Bellevue;03/08/2011;1,03E+15;Advertising/Marketing;Business and Financial Services;Business Support Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Later Stage;WA;Seattle Metro;1;1;6.23
Bellevue;03/11/2011;1,11E+16;Design Automation Software;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;Later Stage;WA;Seattle Metro;1;1;6.9
Issaquah;3/14/2011;59384755396;Network/Systems Management Software;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Later Stage;WA;Seattle Metro;1;1;3
Seattle;3/16/2011;6,13E+16;Graphics/Publishing Software;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;First Round;WA;Seattle Metro;1;1;0.3
Seattle;3/16/2011;3,57E+16;Software Development Tools;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Second Round;WA;Seattle Metro;1;1;2.5
Seattle;3/16/2011;4,71E+16;Communications Software;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;Second Round;WA;Seattle Metro;1;1;6
Seattle;3/24/2011;84637757779;Advertising/Marketing;Business and Financial Services;Business Support Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Restart;WA;Seattle Metro;1;1;3
Seattle;3/25/2011;6,15E+15;Recreational/Home Software;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;First Round;WA;Seattle Metro;1;1;1.12
Seattle;3/29/2011;6,07E+16;Online Communities;Consumer Services;Consumer Information Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;Second Round;WA;Seattle Metro;1;1;30
Spokane;3/31/2011;92941757885;Fuel Cells;Energy and Utilities;Renewable Energy;Spokane, WA;Pacific Northwest;Generating Revenue;Later Stage;WA;;1;1;6
Mercer Island;3/31/2011;6,13E+16;Software: Other;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product In Beta Test;Seed Round;WA;Seattle Metro;1;1;
Seattle;04/07/2011;66145758280;Shopping Facilitators;Consumer Services;Consumer Information Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;Restart;WA;Seattle Metro;1;1;6.28
Seattle;04/08/2011;1,84E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;First Round;WA;Seattle Metro;1;1;0.2
Seattle;04/12/2011;6,15E+16;Therapeutic Devices (Invasive);Healthcare;Medical Devices and Equipment;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Clinical Trials - Generic;Second Round;WA;Seattle Metro;1;1;1.5
Bainbridge Island;4/15/2011;57672758694;Business Applications Software;Information Technology;Software;Bremerton-Silverdale, WA;Pacific Northwest;Generating Revenue;Later Stage;WA;Seattle Metro;1;1;10
Seattle;4/19/2011;1,11E+16;Wired Communications Equipment;Information Technology;Communications and Networking;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Later Stage;WA;Seattle Metro;1;1;14
Seatlle;4/21/2011;76968758873;Travel and Leisure: Other;Consumer Services;Travel and Leisure;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Unclassified;WA;Seattle Metro;1;1;1.9
Seattle;4/26/2011;6,13E+16;Data Management Services;Business and Financial Services;Business Support Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;Seed Round;WA;Seattle Metro;1;1;
Kirkland;4/28/2011;1,16E+16;Communications Software;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Later Stage;WA;Seattle Metro;1;1;2
Seattle;05/02/2011;1,16E+16;Payment/Transactional Processing;Business and Financial Services;Financial Institutions and Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Second Round;WA;Seattle Metro;1;1;7.38
Bothell;05/06/2011;6,14E+16;Business Applications Software;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;First Round;WA;Seattle Metro;1;1;
Kirkland;05/09/2011;6,14E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;First Round;WA;Seattle Metro;1;1;2
Bellevue;05/11/2011;6,13E+16;Vertical Market Applications Software;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;First Round;WA;Seattle Metro;1;1;2.5
Seattle;05/12/2011;6,09E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;Second Round;WA;Seattle Metro;1;1;2.1
Bellevue;5/13/2011;6,15E+16;Business Applications Software;Information Technology;Software;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Startup;First Round;WA;Seattle Metro;1;1;4.67
Bellevue;5/16/2011;6,14E+16;To Be Assigned;To Be Assigned;To Be Assigned;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Startup;First Round;WA;Seattle Metro;1;1;1.2
Seattle;5/17/2011;1,16E+16;Payment/Transactional Processing;Business and Financial Services;Financial Institutions and Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Later Stage;WA;Seattle Metro;1;1;6.6
Seattle;5/17/2011;3,57E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Second Round;WA;Seattle Metro;1;1;4.3
Bellevue;5/18/2011;1,12E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product In Beta Test;Later Stage;WA;Seattle Metro;1;1;1.6
Seattle;5/20/2011;1,07E+16;Computer Systems;Information Technology;Electronics and Computer Hardware;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Generating Revenue;Later Stage;WA;Seattle Metro;1;1;5
Seattle;5/25/2011;6,14E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Seattle-Tacoma-Bellevue, WA;Pacific Northwest;Product Development;First Round;WA;Seattle Metro;1;1;2.1
