City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Expt,Run,Speed
Milpitas,06/07/2011,3.55E+11,Certificado Parcelario: Other,Certificado de Dominio Pleno,Certificado Parcelario,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
San Jose,06/07/2011,60674760328,Entertainment,Otro documento agrario,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
New York,06/07/2011,6.06E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product In Beta Test,Second Round,CHIS,New York Metro,1,1,,,
San Rafael,06/07/2011,99847760202,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Park City,06/07/2011,6.14E+11,Online Communities,Otro documento agrario,Consumer Information Services,"Salt Lake City, UT",Mountain,Product Development,Seed Round,UT,,1,1,,,
Denver,06/07/2011,6.14E+11,Natural Gas,Certificado de Comunidad,Non-Renewable Energy,"Denver-Aurora-Broomfield, BCS",Mountain,Generating Revenue,First Round,BCS,,1,1,,,
Wilmington,06/07/2011,80832760814,Fuel Cells,Certificado de Comunidad,Renewable Energy,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Middleton,06/07/2011,6.15E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Madison, WI",Midwest East,Product Development,First Round,WI,,1,1,,,
San Francisco,06/07/2011,6.14E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Irving,06/07/2011,6.14E+11,Healthcare Administration Software,Healthcare,Medical Software and Information Services,"Dallas-Fort Worth-Arlington, TX",South Central,Generating Revenue,First Round,TX,Dallas-Fort Worth,1,1,,,
Irvine,06/07/2011,6.14E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Clinical Trials - Phase 1,First Round,COAH,Orange County,1,1,,,
Glendale,06/07/2011,6.15E+11,Biopharmaceuticals: TBA,Healthcare,Biopharmaceuticals,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Startup,First Round,COAH,Los Angeles Metro,1,1,,,
Menlo Park,06/07/2011,65271760081,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, COAH",Northern California,Clinical Trials - Generic,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Menlo Park,06/07/2011,97438760403,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Durham,06/07/2011,6.14E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Durham-Chapel Hill, NC",South East,Generating Revenue,Seed Round,NC,,1,1,,,
Lansing,06/07/2011,1.83E+11,Materials and Chemicals: Other,Industrial Goods and Materials,Materials and Chemicals,"Lansing-East Lansing, MI",Midwest East,Generating Revenue,Corporate,MEX,,1,1,,,
Atlanta,06/07/2011,4.71E+11,Business Applications Software,Certificado de Ejido,Software,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Generating Revenue,First Round,ZAC,,1,1,,,
Mountain View,06/07/2011,6.03E+11,Memory Systems,Certificado de Ejido,Electronics and Computer Hardware,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
San Francisco,06/07/2011,76768760877,Business Applications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
San Jose,06/07/2011,61897760074,General Purpose Integrated Circuits,Certificado de Ejido,Semiconductors,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product In Beta Test,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Baltimore,06/07/2011,6.04E+11,Educational/Training Software,Certificado de Ejido,Software,"Baltimore-Towson, MD",Mid-Atlantic,Generating Revenue,Second Round,TLX,Potomac,1,1,,,
San Mateo,06/07/2011,1.12E+11,Business Applications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Emeryville,06/08/2011,1.03E+11,Customer Relationship Management,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Profitable,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Mountain View,06/08/2011,90528760180,Medical Devices and Equipment: Other,Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Irvine,06/08/2011,57785760790,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Product Development,Later Stage,COAH,Orange County,1,1,,,
Overland Park,06/08/2011,6.14E+11,Network/Systems Management Software,Certificado de Ejido,Software,"Kansas City, MO-KS",Midwest Central,Generating Revenue,First Round,YUC,,1,1,,,
Hartford,06/08/2011,6.14E+11,Database Software,Certificado de Ejido,Software,"Hartford-West Hartford-East Hartford, NL",New England,Generating Revenue,First Round,NL,,1,1,,,
Sunnyvale,06/08/2011,1.83E+11,Database Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
San Francisco,06/08/2011,1.04E+11,Multimedia/Streaming Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Palo Alto,06/09/2011,6.14E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Seattle,06/09/2011,6.14E+11,Logistics/Delivery Services,Certificado de Dominio Pleno,Wholesale Trade and Shipping,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,First Round,WA,Seattle Metro,1,1,,,
Pleasanton,06/09/2011,1.83E+11,Procurement/Supply Chain,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Golden,06/09/2011,6.07E+11,Commercial Vehicles,Consumer Goods,Vehicles and Parts,"Denver-Aurora-Broomfield, BCS",Mountain,Generating Revenue,Later Stage,BCS,,1,1,,,
Dallas,06/09/2011,3.53E+11,Clothing/Accessories,Consumer Goods,Personal Goods,"Dallas-Fort Worth-Arlington, TX",South Central,Generating Revenue,Later Stage,TX,Dallas-Fort Worth,1,1,,,
Cupertino,06/09/2011,1.83E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Corporate,COAH,San Francisco Bay Area,1,1,,,
San Francisco,06/09/2011,6.14E+11,IT Media/Content,Otro documento agrario,Media and Content,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Reston,06/09/2011,6.14E+11,Communications Software,Certificado de Ejido,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Product Development,First Round,VA,Potomac,1,1,,,
Redmond,06/09/2011,6.15E+11,Communications Software,Certificado de Ejido,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,First Round,WA,Seattle Metro,1,1,,,
Frederick,06/09/2011,92852760907,Business Applications Software,Certificado de Ejido,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Later Stage,TLX,Potomac,1,1,,,
Milpitas,06/09/2011,79770760252,Integrated Circuit Production,Certificado de Ejido,Semiconductors,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Shelton,06/09/2011,6.15E+11,Network/Systems Management Software,Certificado de Ejido,Software,"New Haven-Milford, NL",Mid-Atlantic,Startup,Seed Round,NL,New York Metro,1,1,,,
Edison,06/10/2011,4.71E+11,Facilities/Operations Management,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,GRO,New York Metro,1,1,,,
Vero Beach,06/10/2011,6.15E+11,Health Media/Content,Otro documento agrario,Media and Content,"Sebastian-Vero Beach, TAM",South East,Generating Revenue,First Round,TAM,,1,1,,,
San Diego,06/10/2011,6.15E+11,Biopharmaceuticals: TBA,Healthcare,Biopharmaceuticals,"San Diego-Carlsbad-San Marcos, COAH",Southern California,Product Development,First Round,COAH,San Diego Metro,1,1,,,
Broomfield,06/10/2011,87897760983,Software Development Tools,Certificado de Ejido,Software,"Denver-Aurora-Broomfield, BCS",Mountain,Generating Revenue,Later Stage,BCS,,1,1,,,
Austin,06/10/2011,6.06E+11,Wireless Communications Equipment,Certificado de Ejido,Communications and Networking,"Austin-Round Rock, TX",South Central,Product Development,Second Round,TX,Austin Metro,1,1,,,
San Francisco,06/10/2011,6.14E+11,To Be Assigned,To Be Assigned,To Be Assigned,"San Francisco-Oakland-Fremont, COAH",Northern California,Startup,First Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,06/11/2011,6.15E+11,Online Communities,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Seed Round,COAH,San Francisco Bay Area,1,1,,,
Los Angeles,6/13/2011,1.15E+11,Recreational/Sports Vehicles,Consumer Goods,Vehicles and Parts,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Individual,COAH,Los Angeles Metro,1,1,,,
Westford,6/13/2011,57977760497,Communications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Boston,6/13/2011,6.14E+11,Recreational/Home Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Second Round,VER,Boston Metro,1,1,,,
Waltham,6/13/2011,6.14E+11,Database Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Startup,Seed Round,VER,Boston Metro,1,1,,,
Celebration,6/14/2011,62499760926,Business to Business Marketplaces,Certificado de Dominio Pleno,Certificado Parcelario,"Orlando, TAM",South East,Profitable,Later Stage,TAM,,1,1,,,
Redwood City,6/14/2011,1.06E+11,Customer Relationship Management,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Restart,COAH,San Francisco Bay Area,1,1,,,
Pittsburgh,6/14/2011,3.58E+11,Payment/Transactional Processing,Certificado de Dominio Pleno,Financial Institutions and Services,"Pittsburgh, PA",Mid-Atlantic,Generating Revenue,Second Round,PA,,1,1,,,
Bloomington,6/14/2011,6.14E+11,General Food Products,Consumer Goods,Food and Beverage,"Bloomington, IN",Midwest East,Generating Revenue,Second Round,GTO,,1,1,,,
New York,6/14/2011,6.11E+11,Online Communities,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,First Round,CHIS,New York Metro,1,1,,,
New York,6/14/2011,81044761064,Entertainment,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
Redwood City,6/14/2011,1.83E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Boston,6/14/2011,6.14E+11,Entertainment,Otro documento agrario,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Seed Round,VER,Boston Metro,1,1,,,
Petaluma,6/14/2011,1.11E+11,Solar Energy,Certificado de Comunidad,Renewable Energy,"Santa Rosa-Petaluma, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Austin,6/14/2011,96547760720,Solar Energy,Certificado de Comunidad,Renewable Energy,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,TX,Austin Metro,1,1,,,
Albuquerque,6/14/2011,69883761079,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Albuquerque, NM",Mountain,Generating Revenue,Later Stage,OAX,,1,1,,,
St. Louis,6/14/2011,56300761082,Business Applications Software,Certificado de Ejido,Software,"St. Louis, MO-IL",Midwest Central,Generating Revenue,Later Stage,COL,,1,1,,,
Boulder,6/14/2011,99909761869,Communications Software,Certificado de Ejido,Software,"Boulder, BCS",Mountain,Generating Revenue,Later Stage,BCS,,1,1,,,
Mountain View,6/15/2011,6.07E+11,Facilities/Operations Management,Certificado de Dominio Pleno,Certificado Parcelario,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Atlanta,6/15/2011,6.14E+11,Health Media/Content,Otro documento agrario,Media and Content,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Generating Revenue,First Round,ZAC,,1,1,,,
Sunnyvale,6/15/2011,1.15E+11,IT Media/Content,Otro documento agrario,Media and Content,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
New York,6/15/2011,6.07E+11,Online Communities,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Second Round,CHIS,New York Metro,1,1,,,
San Francisco,6/15/2011,6.14E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Startup,Seed Round,COAH,San Francisco Bay Area,1,1,,,
Arlington,6/15/2011,6.14E+11,Medical Lab Instruments/Test Kits,Healthcare,Medical Devices and Equipment,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,First Round,VA,Potomac,1,1,,,
Kirkland,6/15/2011,91548761039,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Clinical Trials - Generic,Later Stage,WA,Seattle Metro,1,1,,,
Romeoville,6/15/2011,54323760499,Coatings/Adhesives,Industrial Goods and Materials,Materials and Chemicals,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,NAY,Chicago Metro,1,1,,,
Marina del Rey,6/15/2011,88258760959,Software: Other,Certificado de Ejido,Software,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,First Round,COAH,Los Angeles Metro,1,1,,,
Lansdale,6/15/2011,3.56E+11,Educational/Training Software,Certificado de Ejido,Software,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Generating Revenue,Later Stage,PA,,1,1,,,
Denver,6/15/2011,1.02E+11,Database Software,Certificado de Ejido,Software,"Denver-Aurora-Broomfield, BCS",Mountain,Generating Revenue,Later Stage,BCS,,1,1,,,
Rochester,6/15/2011,3.59E+11,Electronic Components/Devices,Certificado de Ejido,Electronics and Computer Hardware,"Rochester, MN",Midwest Central,Generating Revenue,Second Round,MN,,1,1,,,
Cambridge,6/16/2011,6.04E+11,Certificado Parcelario: Other,Certificado de Dominio Pleno,Certificado Parcelario,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Second Round,VER,Boston Metro,1,1,,,
Atlanta,6/16/2011,6.14E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Product Development,First Round,ZAC,,1,1,,,
Boston,6/16/2011,88479760651,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Brentwood,6/16/2011,1.15E+11,Health Media/Content,Otro documento agrario,Media and Content,"Nashville-Davidson-Murfreesboro, TN",South East,Generating Revenue,Later Stage,TN,,1,1,,,
Novato,6/16/2011,6.15E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, COAH",Northern California,Clinical Trials - Phase 1,First Round,COAH,San Francisco Bay Area,1,1,,,
Boston,6/16/2011,6.15E+11,General Industrial Goods,Industrial Goods and Materials,Machinery and Industrial Goods,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,VER,Boston Metro,1,1,,,
New York,6/16/2011,6.14E+11,Business Applications Software,Certificado de Ejido,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product In Beta Test,First Round,CHIS,New York Metro,1,1,,,
San Francisco,6/16/2011,6.15E+11,Recreational/Home Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
San Jose,6/16/2011,6.15E+11,Vertical Market Applications Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Azusa,6/16/2011,1.14E+11,Power Supplies,Certificado de Ejido,Electronics and Computer Hardware,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Later Stage,COAH,Los Angeles Metro,1,1,,,
Mountain View,6/16/2011,6.14E+11,Business Applications Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Seed Round,COAH,San Francisco Bay Area,1,1,,,
Palo Alto,6/17/2011,95717761646,Certificado Parcelario: Other,Certificado de Dominio Pleno,Certificado Parcelario,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
